Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Is_Weekend,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Total_Mins
Jet Airways,Delhi,Cochin,2,No info,128.72,21,3,0,9,40,18,50,550
IndiGo,Delhi,Cochin,1,No info,163.58,6,3,0,17,10,1,35,505
Air India,Banglore,Delhi,2,No info,123.57,18,3,0,6,45,11,10,1705
IndiGo,Delhi,Cochin,1,No info,76.32,6,6,0,14,20,22,30,490
IndiGo,Delhi,Cochin,1,No info,67.02,12,6,0,8,30,21,0,750
IndiGo,Banglore,Delhi,0,No info,43.37,15,5,0,10,10,13,0,170
Jet Airways,Mumbai,Hyderabad,0,No info,88.44,6,6,0,10,20,11,50,90
Jet Airways,Delhi,Cochin,2,No info,166.42,9,5,0,23,5,12,35,810
SpiceJet,Chennai,Kolkata,0,No info,39.57,9,5,0,17,45,20,5,140
Vistara,Kolkata,Banglore,1,No info,94.71,6,5,0,7,10,18,50,700
Jet Airways,Kolkata,Banglore,1,No info,143.74,1,5,0,17,0,23,35,395
SpiceJet,Banglore,Delhi,0,No info,54.9,9,5,0,9,30,12,20,170
SpiceJet,Kolkata,Banglore,1,No info,51.14,1,4,0,15,5,20,20,315
SpiceJet,Chennai,Kolkata,0,No info,39.57,18,5,1,8,20,10,35,135
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,21,5,0,8,0,19,0,660
Jet Airways,Delhi,Cochin,2,In-flight meal not included,102.26,27,3,0,6,20,19,45,2245
IndiGo,Banglore,Delhi,0,No info,97.4,3,3,1,16,55,19,45,170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,6,6,0,21,50,19,0,1270
IndiGo,Banglore,Delhi,0,No info,43.37,24,6,0,6,5,8,50,165
Multiple carriers,Delhi,Cochin,1,No info,99.01,3,6,0,12,50,19,15,385
Multiple carriers,Delhi,Cochin,1,No info,84.37,18,5,1,10,20,1,30,910
Multiple carriers,Delhi,Cochin,1,No info,82.83,3,6,0,17,45,1,30,465
IndiGo,Kolkata,Banglore,1,No info,92.87,1,5,0,9,20,14,15,295
SpiceJet,Delhi,Cochin,1,No info,58.86,1,4,0,6,5,11,20,315
Vistara,Delhi,Cochin,0,No info,73.57,21,3,0,6,0,9,10,190
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,12,3,0,20,35,19,10,1355
Air India,Banglore,Delhi,2,No info,84.3,15,3,0,5,50,12,5,1815
IndiGo,Kolkata,Banglore,1,No info,52.52,15,4,0,15,15,20,30,315
GoAir,Kolkata,Banglore,0,No info,38.65,27,6,0,15,20,17,55,155
Jet Airways,Delhi,Cochin,2,No info,147.14,24,6,0,6,45,4,25,1300
Jet Airways,Delhi,Cochin,2,No info,157.3,12,6,0,8,10,12,35,1705
Air India,Delhi,Cochin,1,No info,82.28,27,6,0,20,40,9,25,765
IndiGo,Mumbai,Hyderabad,0,No info,24.5,12,5,1,21,20,22,50,90
Air Asia,Delhi,Cochin,1,No info,81.97,18,5,1,7,55,22,25,870
Air Asia,Kolkata,Banglore,0,No info,48.5,24,5,0,10,20,12,55,155
Air India,Kolkata,Banglore,2,No info,51.12,3,4,0,9,10,11,5,1555
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,36.65,21,3,0,9,30,12,5,155
Air India,Delhi,Cochin,1,No info,75.92,27,3,0,10,0,19,15,555
Air Asia,Kolkata,Banglore,1,No info,75.43,6,6,0,19,55,23,30,215
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,9,5,0,19,15,4,25,550
Multiple carriers,Delhi,Cochin,1,No info,129.68,15,6,1,11,40,19,0,440
Air India,Delhi,Cochin,2,No info,143.43,9,5,0,17,15,7,40,865
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,12,3,0,22,55,11,25,750
Vistara,Kolkata,Banglore,1,No info,102.79,18,5,1,20,20,23,25,1625
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,21.62,24,6,0,22,45,0,15,90
IndiGo,Delhi,Cochin,1,No info,67.02,3,6,0,7,30,21,0,810
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,130.25,9,6,1,18,55,8,15,800
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,9,5,0,21,10,10,5,775
Jet Airways,Delhi,Cochin,1,No info,161.85,6,6,0,19,15,19,0,1425
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,93.82,12,6,0,18,55,22,35,1660
IndiGo,Delhi,Cochin,1,No info,55.8,6,4,1,7,35,12,10,275
Jet Airways,Banglore,Delhi,0,No info,79.52,24,4,0,7,10,10,10,180
Air India,Delhi,Cochin,1,No info,101.13,6,6,0,10,0,19,15,555
Multiple carriers,Delhi,Cochin,1,No info,129.68,12,6,0,11,40,19,0,440
SpiceJet,Mumbai,Hyderabad,0,No info,22.19,12,6,0,13,15,14,45,90
Air India,Kolkata,Banglore,2,No info,174.83,6,6,0,14,30,12,30,1320
IndiGo,Banglore,Delhi,0,No info,37.61,9,5,0,1,30,4,15,165
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,9,6,1,5,30,4,25,1375
IndiGo,Delhi,Cochin,1,No info,66.3,24,4,0,15,10,20,0,290
Air India,Delhi,Cochin,1,No info,82.28,18,5,1,20,40,9,25,765
SpiceJet,Kolkata,Banglore,1,No info,79.08,12,6,0,8,35,17,15,520
Air India,Banglore,Delhi,0,No info,80.04,15,3,0,10,0,12,45,165
Jet Airways,Delhi,Cochin,1,No info,173.4,6,3,0,11,30,4,25,1015
Jet Airways,Delhi,Cochin,1,No info,161.85,6,6,0,19,15,4,25,550
Multiple carriers,Delhi,Cochin,1,No info,86.77,21,5,0,17,0,1,30,510
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,6,6,0,8,0,4,25,1225
Jet Airways,Delhi,Cochin,2,In-flight meal not included,168.5,18,5,1,20,0,4,25,505
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,61.69,1,5,0,10,20,17,35,435
Jet Airways,Kolkata,Banglore,1,No info,139.49,1,4,0,8,25,18,15,590
Air India,Delhi,Cochin,2,No info,103.59,6,3,0,17,15,9,25,970
Multiple carriers,Delhi,Cochin,1,No info,187.63,3,3,1,7,5,21,0,835
Multiple carriers,Delhi,Cochin,1,No info,137.91,27,3,0,13,0,21,0,480
Air India,Delhi,Cochin,2,No info,117.16,27,5,0,22,0,19,15,1275
Vistara,Delhi,Cochin,0,No info,74.15,1,6,1,6,0,9,10,190
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,24,5,0,20,0,22,35,1595
Air India,Delhi,Cochin,2,No info,147.19,27,5,0,14,25,19,15,1730
IndiGo,Banglore,Delhi,0,No info,48.65,6,4,1,6,5,8,50,165
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,27,5,0,19,35,21,5,90
Jet Airways,Delhi,Cochin,2,In-flight meal not included,139.91,21,5,0,9,35,12,35,1620
IndiGo,Delhi,Cochin,1,No info,55.59,1,6,1,7,35,12,10,275
Air India,Delhi,Cochin,1,No info,82.28,24,5,0,9,45,9,25,1420
Air India,Banglore,Delhi,0,No info,76.57,3,6,0,17,0,19,45,165
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,24,4,0,17,10,19,40,150
IndiGo,Banglore,Delhi,0,No info,43.37,3,6,0,21,15,0,15,180
Jet Airways,Banglore,Delhi,0,No info,79.52,3,5,0,8,20,11,20,180
SpiceJet,Banglore,Delhi,0,No check-in baggage included,47.51,15,5,0,9,30,12,20,170
IndiGo,Banglore,Delhi,0,No info,48.65,24,4,0,13,0,15,50,170
Jet Airways,Delhi,Cochin,1,No info,176.87,21,5,0,22,50,4,25,335
Jet Airways,Banglore,Delhi,0,In-flight meal not included,85.29,21,6,0,19,50,22,50,180
Air India,Delhi,Cochin,2,No info,115.14,1,6,1,13,15,9,25,1210
Jet Airways,Delhi,Cochin,1,No info,161.85,3,6,0,17,30,12,35,1145
Air India,Kolkata,Banglore,1,No info,81.97,1,5,0,16,45,21,5,1700
Air India,Delhi,Cochin,2,No info,146.04,21,5,0,13,20,19,15,1795
Air India,Banglore,Delhi,2,No info,349.61,1,3,0,8,50,10,35,1545
Air India,Chennai,Kolkata,0,No info,51.34,1,5,0,11,40,13,55,135
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,15,6,1,15,15,18,10,175
Jet Airways,Delhi,Cochin,2,No info,156.61,15,6,1,18,25,12,35,1090
Multiple carriers,Delhi,Cochin,1,No info,90.93,15,5,0,10,20,19,15,535
Jet Airways,Delhi,Cochin,2,No info,152.7,24,6,0,9,25,4,25,1140
IndiGo,Banglore,Delhi,0,No info,53.05,6,5,0,20,0,22,50,170
Air Asia,Banglore,Delhi,0,No info,49.31,24,5,0,23,55,2,45,170
Air India,Banglore,Delhi,0,No info,76.57,12,6,0,6,10,8,55,165
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,12,5,1,18,55,10,5,910
Jet Airways,Delhi,Cochin,2,No info,183.74,18,5,1,23,5,4,25,1760
IndiGo,Mumbai,Hyderabad,0,No info,44.54,12,5,1,9,10,10,40,90
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,41.88,24,3,1,8,20,10,35,135
IndiGo,Delhi,Cochin,1,No info,70.86,9,6,1,6,50,22,30,940
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,15,3,0,7,0,7,40,1480
IndiGo,Delhi,Cochin,1,No info,70.86,24,6,0,8,35,22,30,835
IndiGo,Banglore,Delhi,0,No info,53.05,21,4,1,20,0,22,50,170
Jet Airways,Banglore,Delhi,1,No info,149.1,6,3,0,5,45,5,5,1400
GoAir,Delhi,Cochin,1,No info,56.48,6,4,1,10,35,19,35,540
Air Asia,Banglore,Delhi,0,No info,37.21,15,5,0,23,55,2,45,170
GoAir,Delhi,Cochin,1,No info,64.26,15,6,1,7,25,13,35,370
Jet Airways,Delhi,Cochin,2,No info,183.74,18,5,1,13,25,4,25,900
Air India,Kolkata,Banglore,1,No info,92.03,1,5,0,16,50,7,55,905
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,21.62,9,5,0,5,45,7,15,90
SpiceJet,Kolkata,Banglore,0,No info,42.6,6,6,0,17,10,19,40,150
Jet Airways,Banglore,Delhi,1,No info,307.91,1,3,0,8,0,20,20,740
Multiple carriers,Delhi,Cochin,1,No info,117.46,6,6,0,4,55,12,35,460
Air India,Banglore,Delhi,1,No info,75.06,21,3,0,8,50,23,15,865
Air India,Delhi,Cochin,2,No info,103.87,12,6,0,5,0,19,15,2295
Multiple carriers,Delhi,Cochin,1,No info,147.16,21,3,0,7,5,19,15,730
IndiGo,Banglore,Delhi,0,No info,43.37,1,5,0,4,0,6,50,170
IndiGo,Delhi,Cochin,1,No info,79.1,18,5,1,11,25,21,0,575
SpiceJet,Banglore,Delhi,0,No info,39.88,27,6,0,5,55,8,35,160
GoAir,Delhi,Cochin,1,No info,75.25,27,5,0,7,25,13,35,370
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,122.47,24,3,1,16,55,23,25,390
Jet Airways,Kolkata,Banglore,1,No info,160.28,6,6,0,18,55,20,45,1550
Air India,Banglore,Delhi,3,No info,135.81,1,3,0,5,50,12,15,1825
Jet Airways,Banglore,Delhi,0,In-flight meal not included,49.98,21,4,1,17,45,20,45,180
Jet Airways,Delhi,Cochin,2,No info,147.14,9,6,1,14,35,4,25,830
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,12,3,0,18,55,12,25,1050
SpiceJet,Kolkata,Banglore,0,No info,60.66,3,3,1,9,0,11,30,150
IndiGo,Kolkata,Banglore,0,No info,52.84,27,6,0,4,40,7,15,155
IndiGo,Chennai,Kolkata,0,No info,39.57,12,6,0,13,15,15,35,140
Multiple carriers,Delhi,Cochin,1,No info,168.88,6,3,0,6,0,19,15,795
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,108.89,12,6,0,6,30,16,20,590
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,8,55,21,20,745
Jet Airways,Delhi,Cochin,2,No info,212.62,6,3,0,19,10,19,45,1475
Jet Airways,Delhi,Cochin,1,No info,179.18,12,6,0,7,5,12,35,330
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,15,5,0,18,55,10,5,910
Air India,Delhi,Cochin,2,No info,120.72,3,6,0,9,45,9,25,1420
Air Asia,Kolkata,Banglore,0,No info,48.22,18,3,0,10,20,12,55,155
Jet Airways,Delhi,Cochin,1,No info,161.85,12,6,0,9,0,19,0,600
Jet Airways,Delhi,Cochin,2,In-flight meal not included,120.11,12,6,0,14,35,4,25,830
Jet Airways,Kolkata,Banglore,1,No info,158.27,21,5,0,14,5,4,40,875
Multiple carriers,Delhi,Cochin,1,No info,119.65,15,6,1,11,25,19,0,455
IndiGo,Delhi,Cochin,1,No info,79.1,6,5,0,7,30,21,0,810
GoAir,Kolkata,Banglore,1,No info,73.55,1,5,0,23,30,7,45,495
Multiple carriers,Delhi,Cochin,1,No info,82.83,3,6,0,12,50,1,30,760
IndiGo,Delhi,Cochin,1,No info,70.86,15,6,1,7,35,22,30,895
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,27,6,0,9,0,12,35,1655
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,18,55,9,30,875
Jet Airways,Kolkata,Banglore,1,No info,149.89,12,6,0,14,5,23,35,570
Jet Airways,Kolkata,Banglore,1,No info,158.27,12,5,1,18,55,10,5,910
IndiGo,Kolkata,Banglore,0,No info,52.84,27,4,1,4,40,7,15,155
IndiGo,Delhi,Cochin,0,No info,59.47,21,3,0,14,30,17,35,185
SpiceJet,Delhi,Cochin,1,No info,50.72,3,4,0,17,55,22,50,295
IndiGo,Kolkata,Banglore,1,No info,55.76,9,6,1,8,10,13,0,290
GoAir,Banglore,Delhi,0,No info,42.88,6,6,0,7,45,10,40,175
IndiGo,Mumbai,Hyderabad,0,No info,30.29,6,6,0,12,0,13,30,90
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,76.37,27,5,0,15,0,1,30,630
Jet Airways,Kolkata,Banglore,1,No info,162.59,18,5,1,5,45,18,15,750
Jet Airways,Delhi,Cochin,1,No info,176.87,21,5,0,13,0,19,0,360
IndiGo,Banglore,Delhi,0,No info,88.36,15,3,0,16,55,19,45,170
Multiple carriers,Delhi,Cochin,1,No info,76.48,27,3,0,11,40,19,15,455
IndiGo,Banglore,Delhi,0,No info,53.05,12,5,1,7,10,10,5,175
IndiGo,Kolkata,Banglore,0,No info,45.91,9,4,0,4,40,7,15,155
Jet Airways,Delhi,Cochin,2,No info,141.01,27,6,0,13,25,19,0,1775
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,15,5,0,21,10,4,40,450
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,3,5,0,6,55,9,30,155
IndiGo,Delhi,Cochin,0,No info,55.0,27,6,0,5,35,8,50,195
Air India,Banglore,Delhi,2,Change airports,147.03,1,3,0,5,50,22,10,980
Vistara,Mumbai,Hyderabad,1,No info,136.34,6,3,0,21,55,16,45,1130
Air India,Kolkata,Banglore,1,No info,81.97,15,5,0,16,45,21,5,1700
Jet Airways,Delhi,Cochin,1,No info,171.09,18,5,1,19,45,19,0,1395
Jet Airways,Kolkata,Banglore,1,No info,143.74,6,5,0,17,0,15,5,1325
IndiGo,Kolkata,Banglore,0,No info,72.21,1,3,0,15,10,17,45,155
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,21.62,24,5,0,5,45,7,15,90
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,36.65,27,3,0,9,30,12,5,155
IndiGo,Banglore,Delhi,1,No info,68.29,21,3,0,5,25,10,10,285
Air India,Banglore,Delhi,1,No info,122.77,18,3,0,13,50,18,40,1730
Air India,Kolkata,Banglore,2,No info,134.46,12,6,0,10,0,13,45,1665
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,1,5,0,18,55,12,0,1025
Jet Airways,Banglore,Delhi,1,No info,135.12,18,3,0,8,55,15,15,380
Air India,Delhi,Cochin,1,No info,82.28,27,5,0,17,20,9,25,965
Jet Airways,Delhi,Cochin,1,No info,187.26,6,3,0,19,15,4,25,550
Jet Airways,Kolkata,Banglore,1,No info,155.66,6,6,0,20,25,19,10,1365
IndiGo,Kolkata,Banglore,0,No info,52.84,21,6,0,17,15,19,50,155
IndiGo,Delhi,Cochin,1,No info,66.76,18,5,1,16,0,21,0,300
Vistara,Banglore,Delhi,1,No info,66.71,21,3,0,6,40,21,55,915
Jet Airways,Kolkata,Banglore,1,No info,155.66,18,5,1,20,25,9,45,800
Jet Airways,Kolkata,Banglore,1,No info,156.54,24,3,1,18,55,12,0,1025
Vistara,Mumbai,Hyderabad,1,No info,136.34,6,3,0,15,40,9,25,1065
IndiGo,Delhi,Cochin,1,No info,62.0,24,4,0,2,0,7,25,325
Air India,Delhi,Cochin,1,No info,57.55,6,4,1,17,40,23,0,320
Jet Airways,Delhi,Cochin,1,No info,161.85,1,6,1,14,0,4,25,865
IndiGo,Chennai,Kolkata,0,No info,42.35,6,5,0,7,55,10,15,140
Air India,Delhi,Cochin,1,No info,79.84,27,5,0,17,40,9,35,955
Jet Airways,Banglore,Delhi,1,No info,192.18,6,3,0,21,25,20,20,1375
SpiceJet,Banglore,Delhi,0,No info,48.65,9,5,0,21,10,0,5,175
IndiGo,Mumbai,Hyderabad,0,No info,24.5,18,6,0,21,20,22,50,90
Multiple carriers,Delhi,Cochin,1,No info,147.15,24,6,0,10,0,1,30,930
Jet Airways,Banglore,Delhi,0,No info,88.18,12,6,0,8,20,11,20,180
Air India,Banglore,Delhi,1,No info,61.89,9,3,1,6,50,8,50,1560
IndiGo,Banglore,Delhi,0,No info,75.46,21,3,0,16,55,19,45,170
IndiGo,Delhi,Cochin,1,No info,72.91,1,6,1,18,35,1,30,415
Jet Airways,Delhi,Cochin,1,In-flight meal not included,127.9,6,6,0,13,0,12,35,1415
SpiceJet,Kolkata,Banglore,0,No info,45.91,9,6,1,17,10,19,40,150
Jet Airways,Delhi,Cochin,1,No info,161.85,1,6,1,18,15,4,25,610
Jet Airways,Kolkata,Banglore,1,No info,155.66,12,5,1,9,35,21,5,690
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,5,0,16,0,19,0,1620
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,21,50,4,25,395
IndiGo,Banglore,Delhi,0,No info,43.37,18,6,0,10,10,13,0,170
Air Asia,Kolkata,Banglore,2,No info,86.57,9,6,1,15,10,23,30,500
Jet Airways,Banglore,Delhi,0,No info,88.18,18,6,0,18,55,22,0,185
Air India,Delhi,Cochin,2,No info,120.72,15,5,0,13,5,9,25,1220
IndiGo,Chennai,Kolkata,0,No info,42.35,27,5,0,7,55,10,15,140
IndiGo,Kolkata,Banglore,0,No info,52.84,18,6,0,20,25,23,10,165
Jet Airways,Delhi,Cochin,1,No info,171.09,9,3,1,20,50,4,25,455
SpiceJet,Kolkata,Banglore,0,No info,49.11,18,3,0,6,55,9,35,160
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,130.25,9,6,1,21,10,10,5,775
Multiple carriers,Delhi,Cochin,1,No info,212.65,9,3,1,8,0,19,15,675
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,21,6,0,17,10,19,40,150
IndiGo,Banglore,Delhi,0,No info,50.5,12,4,0,10,10,13,0,170
IndiGo,Kolkata,Banglore,1,No info,57.11,24,5,0,15,15,20,5,290
Jet Airways,Delhi,Cochin,1,In-flight meal not included,116.35,9,6,1,18,15,12,35,1100
Jet Airways,Delhi,Cochin,2,No info,166.42,18,5,1,19,30,4,25,535
Multiple carriers,Delhi,Cochin,1,No info,129.68,6,6,0,6,0,19,0,780
Air India,Delhi,Cochin,1,No info,92.09,15,6,1,21,0,7,40,640
Multiple carriers,Delhi,Cochin,1,No info,90.93,9,5,0,6,0,19,15,795
Jet Airways,Kolkata,Banglore,1,No info,162.59,6,5,0,6,30,19,50,800
Vistara,Banglore,Delhi,0,No info,61.74,21,4,1,17,0,19,35,155
Jet Airways,Banglore,Delhi,0,No info,79.52,24,4,0,15,15,18,10,175
IndiGo,Delhi,Cochin,1,No info,67.02,24,6,0,8,30,21,0,750
Jet Airways,Delhi,Cochin,2,In-flight meal not included,170.98,21,5,0,5,30,12,35,425
GoAir,Delhi,Cochin,1,No info,69.26,18,5,1,7,25,13,35,370
IndiGo,Kolkata,Banglore,0,No info,52.84,27,4,1,9,35,12,20,165
Air Asia,Banglore,Delhi,0,No info,47.12,18,3,0,5,50,8,40,170
IndiGo,Delhi,Cochin,1,No info,72.14,21,3,0,7,35,22,20,885
IndiGo,Delhi,Cochin,1,No info,63.52,24,6,0,21,50,3,35,345
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,21,6,0,8,20,10,35,135
Jet Airways,Delhi,Cochin,1,No info,187.26,6,3,0,9,55,18,50,535
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,44.55,9,6,1,7,5,8,30,85
Air India,Mumbai,Hyderabad,2,No info,156.41,6,3,0,6,0,15,15,1995
Jet Airways,Banglore,Delhi,1,No info,295.79,1,3,0,11,40,18,25,405
Air India,Delhi,Cochin,2,No info,106.18,15,6,1,19,45,19,15,1410
IndiGo,Banglore,Delhi,0,No info,43.37,21,6,0,6,5,8,50,165
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,14,5,16,20,1575
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,97.34,1,4,0,21,10,4,40,450
IndiGo,Mumbai,Hyderabad,0,No info,30.29,12,6,0,1,40,3,10,90
Air India,Delhi,Cochin,2,No info,118.32,21,3,0,6,50,19,15,2185
Jet Airways,Kolkata,Banglore,1,No info,155.66,21,5,0,17,0,21,5,1685
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,108.89,12,6,0,8,25,20,45,740
Jet Airways,Delhi,Cochin,1,No info,134.66,21,3,0,22,0,4,25,385
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,9,6,1,19,30,12,35,1025
IndiGo,Mumbai,Hyderabad,0,No info,63.3,24,5,0,9,10,10,40,90
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,18,15,4,25,610
SpiceJet,Kolkata,Banglore,1,No info,73.07,6,6,0,8,35,17,15,520
Multiple carriers Premium economy,Delhi,Cochin,1,No info,108.29,21,3,0,7,30,21,0,810
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,122.47,24,3,1,18,55,12,0,1025
SpiceJet,Delhi,Cochin,1,No info,61.41,1,6,1,6,5,11,20,315
IndiGo,Delhi,Cochin,1,No info,66.76,15,5,0,16,0,21,0,300
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,5,45,20,20,875
Air India,Delhi,Cochin,2,No info,113.11,6,3,0,5,0,19,15,2295
Air India,Kolkata,Banglore,1,No info,85.74,24,3,1,9,50,21,5,675
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,153.75,9,3,1,0,20,7,40,440
IndiGo,Kolkata,Banglore,0,No info,66.42,3,3,1,20,25,23,5,160
IndiGo,Delhi,Cochin,0,No info,61.61,21,5,0,5,35,8,50,195
IndiGo,Delhi,Cochin,1,No info,135.86,9,3,1,7,30,21,0,810
Air India,Delhi,Cochin,0,No info,67.03,15,4,0,5,10,8,0,170
Multiple carriers,Delhi,Cochin,1,No info,83.32,15,5,0,10,35,19,15,520
Jet Airways,Delhi,Cochin,1,No info,176.87,27,5,0,21,50,4,25,395
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,19,15,19,0,1425
Air Asia,Delhi,Cochin,1,No info,148.17,9,6,1,16,45,22,25,340
Jet Airways,Banglore,Delhi,0,No info,88.18,27,6,0,11,10,14,5,175
Jet Airways,Delhi,Cochin,1,No info,179.18,9,3,1,18,15,18,50,1475
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,6,6,0,19,45,4,25,520
IndiGo,Banglore,Delhi,0,No info,53.05,27,6,0,18,25,21,20,175
Vistara,Banglore,Delhi,0,No info,59.43,9,4,0,9,45,12,35,170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,17,30,19,0,1530
SpiceJet,Mumbai,Hyderabad,1,No info,149.07,6,3,0,14,10,22,25,495
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,9,5,0,8,25,20,45,740
Air India,Mumbai,Hyderabad,2,No info,248.81,6,3,0,9,40,23,45,845
Multiple carriers,Delhi,Cochin,1,No info,94.88,27,5,0,10,35,19,15,520
IndiGo,Banglore,Delhi,0,No info,52.55,24,3,1,6,0,8,45,165
IndiGo,Delhi,Cochin,0,No info,55.0,21,6,0,5,35,8,50,195
Jet Airways,Delhi,Cochin,2,No info,241.49,6,3,0,19,10,19,45,1475
Jet Airways,Delhi,Cochin,1,In-flight meal not included,127.9,3,6,0,11,30,4,25,1015
Jet Airways,Kolkata,Banglore,1,No info,151.04,24,5,0,14,5,4,40,875
IndiGo,Banglore,Delhi,0,No info,43.37,3,4,0,22,10,1,0,170
Jet Airways,Banglore,Delhi,1,In-flight meal not included,76.91,21,3,0,8,55,23,0,845
Jet Airways,Kolkata,Banglore,1,No info,153.35,6,5,0,18,55,4,40,585
Jet Airways,Delhi,Cochin,1,No info,164.16,12,6,0,8,0,19,0,660
Jet Airways,Delhi,Cochin,1,No info,202.08,27,6,0,2,15,12,35,620
IndiGo,Chennai,Kolkata,0,No info,80.24,3,3,1,19,35,21,55,140
Air India,Banglore,Delhi,1,No info,102.21,9,3,1,17,0,16,40,1420
Jet Airways,Kolkata,Banglore,1,No info,153.35,1,5,0,20,0,8,15,735
IndiGo,Kolkata,Banglore,1,No info,45.65,24,3,1,4,15,9,50,335
Jet Airways,Kolkata,Banglore,1,No info,139.49,1,4,0,20,0,23,35,1655
IndiGo,Delhi,Cochin,0,No info,61.61,3,6,0,5,35,8,50,195
Air India,Kolkata,Banglore,2,No info,164.56,21,5,0,9,50,8,55,1385
Multiple carriers,Delhi,Cochin,1,No info,147.15,6,6,0,16,0,1,30,570
IndiGo,Mumbai,Hyderabad,0,No info,36.76,21,3,0,12,0,13,25,85
Jet Airways,Banglore,Delhi,0,No info,88.18,6,6,0,11,10,14,5,175
Jet Airways,Banglore,Delhi,1,No info,184.1,6,3,0,5,45,23,0,1035
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,21,10,19,40,1350
Air India,Delhi,Cochin,1,No info,79.84,21,4,1,20,30,8,15,705
Jet Airways,Banglore,Delhi,0,In-flight meal not included,44.33,15,5,0,6,0,8,45,165
Air India,Delhi,Cochin,2,No info,147.19,24,6,0,14,25,19,15,1730
Jet Airways,Delhi,Cochin,2,No info,183.74,24,5,0,23,5,4,25,1760
Multiple carriers,Delhi,Cochin,1,No info,149.46,24,6,0,9,0,21,0,720
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,24,5,0,2,55,4,20,85
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,77.7,1,4,0,6,30,9,20,1610
IndiGo,Mumbai,Hyderabad,0,No info,30.29,3,6,0,1,40,3,10,90
Vistara,Banglore,Delhi,0,No info,51.35,1,5,0,9,45,12,35,170
Air Asia,Kolkata,Banglore,0,No info,45.18,21,6,0,19,55,22,25,150
IndiGo,Delhi,Cochin,1,No info,64.83,12,6,0,4,55,21,0,965
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,6,6,0,17,30,4,25,655
Jet Airways,Kolkata,Banglore,1,No info,153.35,9,5,0,16,30,8,15,945
